"0","1","2","3","4","5","target"
"0.54","0.5428571428571427","0.5500000000000007","0.46456692913385833","0.4835164835164836","0.0","-0.6861425708457484"
"0.54","0.5428571428571427","0.5500000000000007","0.46456692913385833","0.4835164835164836","0.07692307692307687","-0.6755716477830951"
"0.54","0.5428571428571427","0.5500000000000007","0.46456692913385833","0.4835164835164836","0.15384615384615374","-0.6623579939547783"
"0.54","0.5428571428571427","0.5500000000000007","0.46456692913385833","0.4835164835164836","0.23076923076923084","-0.6418768305208877"
"0.54","0.5428571428571427","0.5500000000000007","0.46456692913385833","0.4835164835164836","0.3076923076923077","-0.6154495228642545"
"0.54","0.5428571428571427","0.5500000000000007","0.46456692913385833","0.4835164835164836","0.3846153846153846","-0.5731658306136412"
"0.54","0.5428571428571427","0.5500000000000007","0.46456692913385833","0.4835164835164836","0.46153846153846156","-0.5209718979917907"
"0.54","0.5428571428571427","0.5500000000000007","0.46456692913385833","0.4835164835164836","0.5384615384615383","-0.44499338847897"
"0.54","0.5428571428571427","0.5500000000000007","0.46456692913385833","0.4835164835164836","0.6153846153846154","-0.36372941743482273"
"0.54","0.5428571428571427","0.5500000000000007","0.46456692913385833","0.4835164835164836","0.6923076923076921","-0.2203612733975874"
"0.54","0.5428571428571427","0.5500000000000007","0.46456692913385833","0.4835164835164836","0.7692307692307692","0.09478437040776401"
"0.54","0.5428571428571427","0.5500000000000007","0.46456692913385833","0.4835164835164836","0.8461538461538463","0.6352228119859139"
"0.54","0.5428571428571427","0.5500000000000007","0.46456692913385833","0.4835164835164836","0.9230769230769229","1.4703257339355242"
"0.54","0.5428571428571427","0.5500000000000007","0.46456692913385833","0.4835164835164836","1.0","2.576308559365626"
"0.54","0.5571428571428569","0.5500000000000007","0.09055118110236227","1.0","0.0","-0.6907673496856592"
"0.54","0.5571428571428569","0.5500000000000007","0.09055118110236227","1.0","0.07692307692307687","-0.6821784746972533"
"0.54","0.5571428571428569","0.5500000000000007","0.09055118110236227","1.0","0.15384615384615374","-0.6689648208689368"
"0.54","0.5571428571428569","0.5500000000000007","0.09055118110236227","1.0","0.23076923076923084","-0.6498050228178777"
"0.54","0.5571428571428569","0.5500000000000007","0.09055118110236227","1.0","0.3076923076923077","-0.6233777151612444"
"0.54","0.5571428571428569","0.5500000000000007","0.09055118110236227","1.0","0.3846153846153846","-0.5883615325162054"
"0.54","0.5571428571428569","0.5500000000000007","0.09055118110236227","1.0","0.46153846153846156","-0.5394710133514339"
"0.54","0.5571428571428569","0.5500000000000007","0.09055118110236227","1.0","0.5384615384615383","-0.4760454749755141"
"0.54","0.5571428571428569","0.5500000000000007","0.09055118110236227","1.0","0.6153846153846154","-0.3888353597086243"
"0.54","0.5571428571428569","0.5500000000000007","0.09055118110236227","1.0","0.6923076923076921","-0.22366468685466656"
"0.54","0.5571428571428569","0.5500000000000007","0.09055118110236227","1.0","0.7692307692307692","0.09874846655625903"
"0.54","0.5571428571428569","0.5500000000000007","0.09055118110236227","1.0","0.8461538461538463","0.6999697157446654"
"0.54","0.5571428571428569","0.5500000000000007","0.09055118110236227","1.0","0.9230769230769229","1.619640022195502"
"0.54","0.5571428571428569","0.5500000000000007","0.09055118110236227","1.0","1.0","2.7289262610826825"
"0.54","0.5","0.5500000000000007","1.0","0.03296703296703285","0.0","-0.68746393622858"
"0.54","0.5","0.5500000000000007","1.0","0.03296703296703285","0.07692307692307687","-0.6742502824002634"
"0.54","0.5","0.5500000000000007","1.0","0.03296703296703285","0.15384615384615374","-0.6564118497320359"
"0.54","0.5","0.5500000000000007","1.0","0.03296703296703285","0.23076923076923084","-0.636591368989561"
"0.54","0.5","0.5500000000000007","1.0","0.03296703296703285","0.3076923076923077","-0.6068606478758486"
"0.54","0.5","0.5500000000000007","1.0","0.03296703296703285","0.3846153846153846","-0.5619342248595721"
"0.54","0.5","0.5500000000000007","1.0","0.03296703296703285","0.46153846153846156","-0.49916936917506816"
"0.54","0.5","0.5500000000000007","1.0","0.03296703296703285","0.5384615384615383","-0.4152626673652576"
"0.54","0.5","0.5500000000000007","1.0","0.03296703296703285","0.6153846153846154","-0.32739186940695203"
"0.54","0.5","0.5500000000000007","1.0","0.03296703296703285","0.6923076923076921","-0.14834686003326183"
"0.54","0.5","0.5500000000000007","1.0","0.03296703296703285","0.7692307692307692","0.17076287992058461"
"0.54","0.5","0.5500000000000007","1.0","0.03296703296703285","0.8461538461538463","0.720450879178556"
"0.54","0.5","0.5500000000000007","1.0","0.03296703296703285","0.9230769230769229","1.4960923589007418"
"0.54","0.5","0.5500000000000007","1.0","0.03296703296703285","1.0","2.6192529343076547"
"0.54","0.48571428571428577","0.9500000000000002","0.44881889763779537","0.8791208791208791","0.0","-0.680196426623006"
"0.54","0.48571428571428577","0.9500000000000002","0.44881889763779537","0.8791208791208791","0.07692307692307687","-0.6702861862517684"
"0.54","0.48571428571428577","0.9500000000000002","0.44881889763779537","0.8791208791208791","0.15384615384615374","-0.6504657055092935"
"0.54","0.48571428571428577","0.9500000000000002","0.44881889763779537","0.8791208791208791","0.23076923076923084","-0.6319665901496502"
"0.54","0.48571428571428577","0.9500000000000002","0.44881889763779537","0.8791208791208791","0.3076923076923077","-0.6028965517273537"
"0.54","0.48571428571428577","0.9500000000000002","0.44881889763779537","0.8791208791208791","0.3846153846153846","-0.5632555902424037"
"0.54","0.48571428571428577","0.9500000000000002","0.44881889763779537","0.8791208791208791","0.46153846153846156","-0.5064368787806423"
"0.54","0.48571428571428577","0.9500000000000002","0.44881889763779537","0.8791208791208791","0.5384615384615383","-0.4297976865764059"
"0.54","0.48571428571428577","0.9500000000000002","0.44881889763779537","0.8791208791208791","0.6153846153846154","-0.3505157636065061"
"0.54","0.48571428571428577","0.9500000000000002","0.44881889763779537","0.8791208791208791","0.6923076923076921","-0.16288187924441014"
"0.54","0.48571428571428577","0.9500000000000002","0.44881889763779537","0.8791208791208791","0.7692307692307692","0.15622786070943628"
"0.54","0.48571428571428577","0.9500000000000002","0.44881889763779537","0.8791208791208791","0.8461538461538463","0.7277183887841303"
"0.54","0.48571428571428577","0.9500000000000002","0.44881889763779537","0.8791208791208791","0.9230769230769229","1.5509290222882557"
"0.54","0.48571428571428577","0.9500000000000002","0.44881889763779537","0.8791208791208791","1.0","2.633787953518803"
"0.52","0.6285714285714281","0.025000000000000355","0.4527559055118111","0.03296703296703285","0.0","-0.680196426623006"
"0.52","0.6285714285714281","0.025000000000000355","0.4527559055118111","0.03296703296703285","0.07692307692307687","-0.6702861862517684"
"0.52","0.6285714285714281","0.025000000000000355","0.4527559055118111","0.03296703296703285","0.15384615384615374","-0.6504657055092935"
"0.52","0.6285714285714281","0.025000000000000355","0.4527559055118111","0.03296703296703285","0.23076923076923084","-0.6319665901496502"
"0.52","0.6285714285714281","0.025000000000000355","0.4527559055118111","0.03296703296703285","0.3076923076923077","-0.6028965517273537"
"0.52","0.6285714285714281","0.025000000000000355","0.4527559055118111","0.03296703296703285","0.3846153846153846","-0.5632555902424037"
"0.52","0.6285714285714281","0.025000000000000355","0.4527559055118111","0.03296703296703285","0.46153846153846156","-0.5064368787806423"
"0.52","0.6285714285714281","0.025000000000000355","0.4527559055118111","0.03296703296703285","0.5384615384615383","-0.4297976865764059"
"0.52","0.6285714285714281","0.025000000000000355","0.4527559055118111","0.03296703296703285","0.6153846153846154","-0.3505157636065061"
"0.52","0.6285714285714281","0.025000000000000355","0.4527559055118111","0.03296703296703285","0.6923076923076921","-0.16288187924441014"
"0.52","0.6285714285714281","0.025000000000000355","0.4527559055118111","0.03296703296703285","0.7692307692307692","0.15622786070943628"
"0.52","0.6285714285714281","0.025000000000000355","0.4527559055118111","0.03296703296703285","0.8461538461538463","0.7277183887841303"
"0.52","0.6285714285714281","0.025000000000000355","0.4527559055118111","0.03296703296703285","0.9230769230769229","1.5509290222882557"
"0.52","0.6285714285714281","0.025000000000000355","0.4527559055118111","0.03296703296703285","1.0","2.633787953518803"
"0.52","0.5428571428571427","0.0","0.0669291338582676","0.4615384615384617","0.0","-0.6854818881543325"
"0.52","0.5428571428571427","0.0","0.0669291338582676","0.4615384615384617","0.07692307692307687","-0.6762323304745109"
"0.52","0.5428571428571427","0.0","0.0669291338582676","0.4615384615384617","0.15384615384615374","-0.6650007247204418"
"0.52","0.5428571428571427","0.0","0.0669291338582676","0.4615384615384617","0.23076923076923084","-0.6478229747436302"
"0.52","0.5428571428571427","0.0","0.0669291338582676","0.4615384615384617","0.3076923076923077","-0.6213956670869969"
"0.52","0.5428571428571427","0.0","0.0669291338582676","0.4615384615384617","0.3846153846153846","-0.5830760709848787"
"0.52","0.5428571428571427","0.0","0.0669291338582676","0.4615384615384617","0.46153846153846156","-0.5308821383630281"
"0.52","0.5428571428571427","0.0","0.0669291338582676","0.4615384615384617","0.5384615384615383","-0.4667959172956924"
"0.52","0.5428571428571427","0.0","0.0669291338582676","0.4615384615384617","0.6153846153846154","-0.38817467701720854"
"0.52","0.5428571428571427","0.0","0.0669291338582676","0.4615384615384617","0.6923076923076921","-0.24018175414006232"
"0.52","0.5428571428571427","0.0","0.0669291338582676","0.4615384615384617","0.7692307692307692","0.07033911082537832"
"0.52","0.5428571428571427","0.0","0.0669291338582676","0.4615384615384617","0.8461538461538463","0.669578311939537"
"0.52","0.5428571428571427","0.0","0.0669291338582676","0.4615384615384617","0.9230769230769229","1.5859452049332947"
"0.52","0.5428571428571427","0.0","0.0669291338582676","0.4615384615384617","1.0","2.8894721550967293"
"0.54","0.45714285714285907","1.0","0.8425196850393704","0.4835164835164836","0.0","-0.6749109650916792"
"0.54","0.45714285714285907","1.0","0.8425196850393704","0.4835164835164836","0.07692307692307687","-0.664340042029026"
"0.54","0.45714285714285907","1.0","0.8425196850393704","0.4835164835164836","0.15384615384615374","-0.6471622920522143"
"0.54","0.45714285714285907","1.0","0.8425196850393704","0.4835164835164836","0.23076923076923084","-0.6227170324698286"
"0.54","0.45714285714285907","1.0","0.8425196850393704","0.4835164835164836","0.3076923076923077","-0.5896828978990369"
"0.54","0.45714285714285907","1.0","0.8425196850393704","0.4835164835164836","0.3846153846153846","-0.5460778402655921"
"0.54","0.45714285714285907","1.0","0.8425196850393704","0.4835164835164836","0.46153846153846156","-0.4892591288038307"
"0.54","0.45714285714285907","1.0","0.8425196850393704","0.4835164835164836","0.5384615384615383","-0.42319085966224756"
"0.54","0.45714285714285907","1.0","0.8425196850393704","0.4835164835164836","0.6153846153846154","-0.30889275404730876"
"0.54","0.45714285714285907","1.0","0.8425196850393704","0.4835164835164836","0.6923076923076921","-0.14636481195901438"
"0.54","0.45714285714285907","1.0","0.8425196850393704","0.4835164835164836","0.7692307692307692","0.15226376456094137"
"0.54","0.45714285714285907","1.0","0.8425196850393704","0.4835164835164836","0.8461538461538463","0.6550432927283888"
"0.54","0.45714285714285907","1.0","0.8425196850393704","0.4835164835164836","0.9230769230769229","1.4432377435874755"
"0.54","0.45714285714285907","1.0","0.8425196850393704","0.4835164835164836","1.0","2.4309583672541426"
"0.52","0.7857142857142865","0.5500000000000007","0.405511811023622","0.6483516483516483","0.0","-0.680196426623006"
"0.52","0.7857142857142865","0.5500000000000007","0.405511811023622","0.6483516483516483","0.07692307692307687","-0.6683041381775209"
"0.52","0.7857142857142865","0.5500000000000007","0.405511811023622","0.6483516483516483","0.15384615384615374","-0.6511263882007092"
"0.52","0.7857142857142865","0.5500000000000007","0.405511811023622","0.6483516483516483","0.23076923076923084","-0.6293238593839868"
"0.52","0.7857142857142865","0.5500000000000007","0.405511811023622","0.6483516483516483","0.3076923076923077","-0.6035572344187695"
