"FlowOCT","balance-scale_enc.csv",625,2,3600,2,5213.0,0.0,1798.0,77.2022750377655,0.01875521159057736,
"FlowOCT","balance-scale_enc.csv",625,3,3600,9,15183.999999999969,0.08561643835587704,200615.0,3600.679177045822,0.07982853867002493,
"FlowOCT","breast-cancer_enc.csv",277,2,3600,2,1169.9999999999998,0.0,5620.0,38.854345083236694,-0.08175862937767686,
"FlowOCT","breast-cancer_enc.csv",277,3,3600,9,3378.0,1.195333877394361,350255.0,3600.4614951610565,0.057823129251700744,
"FlowOCT","hayes-roth_enc.csv",132,2,3600,2,1110.9999999999998,0.0,2133.0,2.5048258304595947,0.21451565700907238,
"FlowOCT","hayes-roth_enc.csv",132,3,3600,2,3206.0,0.008317737575357746,61513.0,94.50148415565491,0.4334211296458883,
"FlowOCT","house-votes-84_enc.csv",232,2,3600,2,935.0,0.0,193.0,1.5391662120819092,0.8787335722819594,
"FlowOCT","house-votes-84_enc.csv",232,3,3600,2,2789.0,0.009778675967330359,46249.0,180.41728591918945,0.9133811230585425,
"FlowOCT","spect_enc.csv",267,2,3600,2,1123.0,0.0,6497.0,17.0402889251709,-0.25943396226415105,
"FlowOCT","spect_enc.csv",267,3,3600,9,3252.0,0.0461254612545706,738631.0,3600.3025829792023,-0.09914236706689539




