"BendersOCT_with_p","breast-cancer",277,38,3,3600,6876.008832347457,3600.017238330841,0.1877257347845583,0.35775928880406493,0.2855194805194805,0.027182539682539697
"FlowORT_light","breast-cancer",277,38,3,3600,7514.071294559098,3621.9736510276794,0.1850230320818556,0.3670877381325143,0.2814285714285714,0.026904761904761987
"FlowOCT_with_p","breast-cancer",277,38,3,3600,8166.642357453496,3605.299211740494,0.1895316130610248,0.3515996110025961,0.3067532467532467,-0.06138888888888885
"FlowORT_light_e_n","breast-cancer",277,38,3,3600,inf,23.010598134994506,0.2924340630222983,0.0,0.2926623376623376,0.0
"BendersOCT_with_p","car_evaluation",1728,19,3,3600,15165.432696790962,3600.063290929794,0.07740142080860053,0.44034408573544603,0.08179497919633741,0.4083104324658112
"FlowORT_light","car_evaluation",1728,19,3,3600,8431.0961595276,3670.4122146129607,0.07648560722354714,0.4470023875993922,0.0808299125966924,0.4154699009897572
"FlowOCT_with_p","car_evaluation",1728,19,3,3600,9999.99999998563,3623.5917739391325,0.07648550258305048,0.44697620150462936,0.08082823713384155,0.41499899294748366
"FlowORT_light_e_n","car_evaluation",1728,19,3,3600,inf,69.79950227737427,0.13831048856994452,-6.661338147750939e-17,0.13831504286392446,0.0
"BendersOCT_with_p","balance-scale",625,20,3,3600,5512.797643260599,3600.0301123142244,0.1454,0.4604810491998449,0.18080000000000002,0.3138813937485664
"FlowORT_light","balance-scale",625,20,3,3600,2685.6999331594625,3630.105307769775,0.14620000000000036,0.45748335437752363,0.17520000000000038,0.3361309668615157
"FlowOCT_with_p","balance-scale",625,20,3,3600,7814.125564541226,3609.3202914237977,0.1462,0.45763399815561623,0.17040000000000002,0.3526410580774907
"FlowORT_light_e_n","balance-scale",625,20,3,3600,inf,30.87296895980835,0.6911999999999999,-1.5639406282571808,0.6912,-1.6254326097684733
"BendersOCT_with_p","hayes-roth",132,15,3,3600,5.7688825449986325e-06,496.50749707221985,0.11930817610062927,0.6107575892567864,0.27250712250712283,0.06973856209150187
"FlowORT_light","hayes-roth",132,15,3,3600,0.00023044638470974652,69.30143394470215,0.11930817610062894,0.6107575892567874,0.26096866096866095,0.10503267973856208
"FlowOCT_with_p","hayes-roth",132,15,3,3600,0.0,60.35125780105591,0.11930817610062894,0.6107575892567874,0.26096866096866095,0.10503267973856208
"FlowORT_light_e_n","hayes-roth",132,15,3,3600,10000.0,4.902671575546265,0.21215633423180594,0.30898203794898377,0.31025641025641026,-0.06176470588235292
"BendersOCT_with_p","kr-vs-kp",3196,38,3,3600,10000.0,3600.1258586406707,0.07525155714192162,0.8425897637176349,0.07633362676056336,0.8400406924413371
"FlowORT_light","kr-vs-kp",3196,38,3,3600,10000.0,3847.1123732089995,0.16051056261525176,0.6639540872566052,0.16114485524256653,0.6628989251084576
"FlowOCT_with_p","kr-vs-kp",3196,38,3,3600,9999.99999999941,3653.705871295929,0.39244652287776105,0.17894649885520778,0.3992424687010955,0.16242861960614668
"FlowORT_light_e_n","kr-vs-kp",3196,38,3,3600,inf,238.04039993286133,0.5222151839468567,-0.09303624415074449,0.5222139084507043,-0.09367631248174649
"BendersOCT_with_p","monk1",124,15,4,3600,0.0,10.040528440475464,9.532217888195788e-18,1.0,8.881784197001253e-18,1.0
"FlowORT_light","monk1",124,15,4,3600,0.0,48.67190260887146,3.117595968139328e-17,1.0,0.016000000000000025,0.9555555555555555
"FlowOCT_with_p","monk1",124,15,4,3600,0.0,22.962948894500734,0.0,1.0,0.0,1.0
"FlowORT_light_e_n","monk1",124,15,4,3600,10000.0,12.401031732559204,0.3104444444444444,0.34147663413191365,0.29766666666666663,0.18888888888888888
"BendersOCT_with_p","house-votes-84",232,16,4,3600,5999.999999999996,2375.6623290061953,0.003237534224732721,0.9930352709131547,0.03885299488111689,0.8983707619752195
"FlowORT_light","house-votes-84",232,16,4,3600,5999.999999999992,2198.887350177765,0.0032374937505831266,0.9930353669616796,0.047456100693793725,0.8818076708957905
"FlowOCT_with_p","house-votes-84",232,16,4,3600,5999.999999996191,2330.3040702342987,0.0032374309793664637,0.9930354960213524,0.030342275670675302,0.9233709273182958
